Company Name|Year|Total income|Change in stock|Total expenses|Total liabilities|Total assets|No. of employees|Sales
Kamakhya (India) Ltd.|31-03-2022|11.90|-2.70|14.40|128.70|128.70||11.50
Kamakhya Cosmetics & Pharmaceuticals Pvt. Ltd. [Merged]|31-12-2011|9.40|-0.10|6.00|135.70|135.70||0.10
Kamakhya Education & Research Pvt. Ltd.|31-03-2011||||31.30|31.30||
Kamakshi Jute Inds. Ltd.|31-03-2022|1628.90|17.10|1604.70|739.40|739.40||1623.50
Kamal Apparels Pvt. Ltd.|31-03-2023|7.10||8.70|31.90|31.90||6.40
Kamal Autofinance Pvt. Ltd.|31-03-2022|219.40||185.20|1321.90|1321.90||
Kamal Distributors Pvt. Ltd.|31-03-2022|624.80|14.80|634.90|77.70|77.70||623.70
Kamal Encon Inds. Ltd.|31-03-2022|1075.10|-39.90|862.60|3017.70|3017.70||1016.00
Kamal Enviro & Food Lab Pvt. Ltd.|31-03-2022|||0.10|2.20|2.20||
Kamal Ideal Infratech Pvt. Ltd.|31-03-2022|0.70|48.30|49.50|1169.30|1169.30||
Kamal Impex Ltd.|31-03-2022|||0.10|1.20|1.20||
Kamal Infosys Ltd.|31-03-1998|2.70||2.40|6.40|6.40||2.70
Kamal Leasing Ltd.|31-03-2022|||0.10|7.60|7.60||
Kamal Overseas Ltd.|31-03-1999|||0.20|190.50|190.50||
Kamal Realty Ltd.|31-03-2022|8.00||8.20|75.40|75.40||4.10
Kamal Sponge Steel & Power Ltd.|31-03-2022|214.80|-1.90|496.00|1851.50|1851.50||181.80
Kamal Trading Co. Ltd.|31-03-2005|28.40|0.40|23.80|80.10|80.10||20.70
Kamala Engineering (Diamonds) Pvt. Ltd.|31-03-2022|12.70|0.10|12.60|17.40|17.40||12.70
Kamala Hydro Electric Power Co. Ltd.|31-03-2022|0.50||1.80|1.70|1.70||
Kamala Mills Ltd.|31-03-2006|435.30|133.50|343.40|2428.50|2428.50||428.40
Kamala Properties Pvt. Ltd.|31-03-2022|14.60||15.30|186.90|186.90||13.50
Kamala Sugar Mills Ltd.|31-03-2012|7.10||3.80|32.80|32.80||6.30
Kamala Tea Co. Ltd.|31-03-2022|379.70|45.00|408.50|978.80|978.80||362.30
Kamalakanta Engineering & Construction Co. Pvt. Ltd.|31-03-2022|523.10|15.50|517.30|474.40|474.40||518.30
Kamalasha Infrastructure & Engg. Pvt. Ltd.|31-03-2022|104.20|-0.60|96.90|204.90|204.90||102.70
Kamaldeep Synthetic Ltd.|31-03-1997|1.00|-0.50|17.30|89.10|89.10||1.00
Kamaljyot Investments Ltd.|31-03-2023|46.20||8.60|336.20|336.20||
Kamallakshmi Realtors Pvt. Ltd.|31-03-2021|1368.20|-2557.70|14.60|1603.80|1603.80||1359.20
Kamalpur Finance Ltd.|31-03-2020|7.30||6.30|119.30|119.30||4.10
Kamalraj Merchandise Pvt. Ltd.|31-03-2015|||0.10|212.30|212.30||
Kamani Stock Broking Services Pvt. Ltd.|31-03-2012|5.80||4.10|120.90|120.90||
Kamani Tubes Ltd.|31-03-2022|146.50||116.30|1959.20|1959.20||144.90
Kamanwala Housing Construction Ltd.|31-03-2023|43.50|0.00|125.60|793.60|793.60|1|38.70
Kamar Chemicals & Inds. Ltd.|31-03-2021|||0.30|1.40|1.40||
Kamar Infrastructure Pvt. Ltd.|31-03-2022|880.10|173.10|1020.00|1747.00|1747.00||865.00
Kamarajar Port Ltd.|31-03-2022|8508.40||4106.40|46047.90|46047.90||8326.10
Kamarhatty Co. Ltd.|31-03-2022|3000.40|-46.60|2879.20|2083.40|2083.40||2984.30
Kamarhatty Power Ltd.|31-03-2022|46.20|||0.00|||
Kamat Hotels (India) Ltd.|31-03-2023|4290.40||1672.30|6926.80|6926.80|869|2244.50
Kamath Hospitality Pvt. Ltd.|31-03-2010||||0.10|0.10||
Kamaths Ourtimes Icecreams Pvt. Ltd.|31-03-2022|1834.20|8.80|1608.60|1902.80|1902.80||1771.10
Kamats Restaurants (India) Pvt. Ltd.|31-03-2022||||0.00|||
Kamayani Facility Mgmt. Pvt. Ltd.|31-03-2022|1.60||1.70|33.30|33.30||
Kamaz Motors Ltd.|31-03-2022|46.60|-1.40|57.40|304.20|304.20||29.10
Kambal Ghar Pvt. Ltd.|31-03-2022|0.10||0.30|0.00|||
Kamdar & Kamdar Associates Pvt. Ltd.|31-03-2021|44.60||39.50|70.40|70.40||42.60
Kamdar Brothers Overseas Pvt. Ltd.|31-03-2022|167.40|-33.20|125.60|83.70|83.70||167.30
Kamdev Projects Pvt. Ltd.|31-03-2015|81.90|17.50|93.80|87.20|87.20||81.90
Kamdhar Leasing & Finance Ltd.|31-03-2012|0.10||0.10|24.30|24.30||
Kamdhenu Cattle Feeds Pvt. Ltd.|31-03-2022|6623.70|5.80|6318.50|2473.80|2473.80||6540.30
Kamdhenu Enterprises Ltd.|31-03-2021|207.10||38.20|705.50|705.50||0.10
Kamdhenu Fincap Ltd.|31-03-2022|0.10||0.10|874.70|874.70||
Kamdhenu Foods Ltd.|31-03-2022|2410.20|9.00|2411.80|276.30|276.30||2406.10
Kamdhenu Ghee Ltd.|31-03-2005|1.00|1.40|3.60|6.60|6.60||1.00
Kamdhenu Global Ltd.|31-03-2011|217.30|-3.60|212.70|98.10|98.10||216.00
Kamdhenu Ltd.|31-03-2023|7336.70|-15.30|6911.20|2230.20|2230.20|641|7320.80
Kamdhenu Steels & Alloys Ltd.|31-03-2022|9.50||6.50|330.40|330.40||0.80
Kamdhenu Udyog Pvt. Ltd.|31-03-2022|5607.00|2.10|5448.60|1138.80|1138.80||5606.30
Kamdhenu Ventures Ltd.|31-03-2023|89.90||99.30|960.80|960.80|3|89.90
Kameng Dam Hydro Power Ltd.|31-03-2022|||127.80|0.10|0.10||
Kamero Technosys Ltd.|31-03-2022|21.10|-1.00|16.00|94.60|94.60||15.50
Kamex Electronics & Systems Ltd.|31-03-2012|0.60||0.60|3.70|3.70||0.60
Kamfin Leasing & Finance Ltd.|31-03-2012||||3.60|3.60||
Kamineni Steel & Power India Pvt. Ltd.|31-03-2018|25.60||586.20|12335.30|12335.30||22.60
Kamini Builders & Promoters Pvt. Ltd.|31-03-2023|1.00|||6.10|6.10||
Kamini Finance & Invst. Co. Ltd.|31-03-2023|1.40||1.90|238.90|238.90||
Kamini Ispat Ltd.|31-03-1997|120.50|-2.50|125.80|43.80|43.80||120.20
Kamla Co. Ltd.|31-03-2022|11.00||8.90|81.20|81.20||9.70
Kamla Oleo Pvt. Ltd.|31-03-2022|4615.40|82.30|4511.50|1799.10|1799.10||4585.60
Kamla Tea & Inds. Ltd.|31-03-2011|22.70||22.60|22.90|22.90||22.70
Kamla Tesio Dials Ltd.|31-03-2022|1.90||8.30|9.90|9.90||1.80
Kamlapur Sugar & Inds. Ltd.|30-09-2009|141.50|6.30|347.30|1092.50|1092.50||138.10
Kamni Investment Ltd.|31-03-2011|0.40||0.20|93.40|93.40||
Kampani Consultants Ltd.|31-03-2022|99.10||22.40|375.60|375.60||0.50
Kampani Properties & Holdings Ltd.|31-03-2022|7.00||7.40|230.90|230.90||5.20
Kamper Concast Ltd.|31-03-2022|1369.00|84.50|1429.40|384.50|384.50||1365.60
Kams Laboratories (India) Ltd.|31-03-2005||||1.10|1.10||
Kamuthi Renewable Energy Ltd.|31-03-2023|855.20||605.50|4558.90|4558.90||736.70
Kamuthi Solar Power Ltd.|31-03-2023|8574.70||2913.20|19392.10|19392.10||6527.90
Kan Carbon Pvt. Ltd.|31-03-2022|30.60|0.00|30.10|21.10|21.10||30.60
Kanade Anand Udyog Pvt. Ltd.|31-03-2019|268.10|-6.20|294.90|590.90|590.90||265.40
Kanaiya Foods (India) Ltd.|31-03-1996|22.60|6.10|28.80|44.80|44.80||22.50
Kanak Business Services Pvt. Ltd.|31-03-2015|0.20||0.20|0.60|0.60||0.20
Kanak Instalments Pvt. Ltd.|31-03-2011|27.40||27.30|37.50|37.50||
Kanak Krishi Implements Ltd.|31-03-2022|0.30||0.30|149.10|149.10|3|
Kanak Pipe Inds. Pvt. Ltd.|31-03-2022|581.80|-5.30|572.20|149.90|149.90||580.60
Kanak Projects Ltd.|31-03-2012|114.00||44.20|826.50|826.50||71.20
Kanak Resources Mgmt. Pvt. Ltd.|31-03-2022|258.70||230.70|452.40|452.40||246.70
Kanaka Infratech Ltd.|31-03-2014|735.00|49.00|783.70|2136.10|2136.10||723.90
Kanakadurga Agro Oil Products Pvt. Ltd.|31-03-2022|1249.30|-1.70|1188.30|818.30|818.30||1218.20
Kanakadurga Finance Ltd.|31-03-2022|980.20||946.90|5566.50|5566.50||
Kanakdhara Steel Pvt. Ltd.|31-03-1995|131.70|-54.50|288.70|504.80|504.80||119.50
Kanakia King Style Construction Pvt. Ltd.|31-03-2015|||0.10|630.20|630.20||
Kanakia Spaces Pvt. Ltd.|31-03-2022|1.30||9.00|322.80|322.80||
Kanakia Spaces Realty Pvt. Ltd.|31-03-2022|4613.20|-928.30|3654.50|14305.80|14305.80||4248.80
Kanam Latex Inds. Pvt. Ltd.|31-03-2022|6569.90|281.80|5623.10|6037.60|6037.60||6293.10
Kanan Devan Hills Plantations Co. Pvt. Ltd.|31-03-2022|4079.80|-73.30|3979.40|2719.40|2719.40||3938.20
Kanan Steels Ltd.|31-12-2007|0.70||0.40|2.60|2.60||
Kanani Industries Ltd.|31-03-2023|806.10|-6.30|794.80|899.80|899.80|29|804.90
Kanara Ceramics Ltd.|31-03-2005||||3.50|3.50||
Kanara Wood & Plywood Inds. Ltd.|31-03-2022|361.60|7.80|367.10|162.50|162.50||360.20
Kanchan India Ltd.|31-03-2022|20141.20|147.70|19931.00|13137.30|13137.30||19941.20
Kanchan International Ltd.|31-03-2012|422.20|-6.00|414.60|471.30|471.30||408.60
Kanchan Janga Integrated Infrastructure Devp. Pvt. Ltd.|31-03-2022|47.40|-3.10|53.80|153.40|153.40||36.40
Kanchan Metals Pvt. Ltd.|31-03-2022|914.80|2.80|875.50|435.30|435.30||899.50
Kanchan Nidhi Ltd.|31-03-2012|1.60||1.60|10.90|10.90||
Kanchan Oil Inds. Ltd.|31-03-2022|819.90|-41.40|740.90|250.70|250.70||808.30
Kanchan Properties Ltd.|31-03-2022|1.30||1.10|211.70|211.70||1.20
Kanchan Properties Pvt. Ltd.|31-03-2022|0.10||0.10|2.90|2.90||0.10
Kanchan Udyog Ltd.|31-03-2022|3.70||2.80|38.90|38.90||
Kanchanjunga Power Co. Pvt. Ltd.|31-03-2022|362.20||425.90|1537.80|1537.80||354.40
Kanchanmani Invst. & Finance Pvt. Ltd.|31-03-2022|21.90||4.20|378.60|378.60||
Kanchanmanik Securities Pvt. Ltd.|31-03-2022||||0.20|0.20||
Kanchi Karpooram Ltd.|31-03-2023|2085.60|87.60|2032.50|2307.40|2307.40|124|2053.50
Kanchwala Trades & Infrastrcture Pvt. Ltd.|31-03-2019|10.90||11.70|3.30|3.30||10.90
Kanco Enterprises Ltd.|31-03-2023|10.30||2.40|26.50|26.50|3|9.20
Kanco Tea & Inds. Ltd.|31-03-2023|1062.30|10.60|1002.40|1103.80|1103.80|2454|1058.90
Kandagiri Spinning Mills Ltd.|31-03-2023|46.20||30.90|153.70|153.70|5|30.30
Kandan Mutual Benefit Saswatha Nidhi Ltd.|31-03-2022|21.10||20.30|195.20|195.20||0.30
Kandarp Digi Smart B P O Ltd.|31-03-2023|161.30||151.10|260.70|260.70||161.10
Kandhari Beverages Pvt. Ltd.|31-03-2022|11592.80|18.50|10208.40|12477.60|12477.60||11238.40
Kandhari Hotels Pvt. Ltd.|31-03-2009|127.40||114.40|140.50|140.50||113.90
Kandhari Rubbers Ltd.|31-03-2014|0.20||0.90|60.10|60.10||
Kandioners Sales Pvt. Ltd.|31-03-2022|192.10|7.70|198.10|153.50|153.50||185.90
Kandla Agro & Chemicals Pvt. Ltd.|31-03-2022|10481.10|-128.10|10130.70|4301.50|4301.50||10426.60
Kandla Container Terminal Pvt. Ltd.|31-03-2022|0.20||9.40|91.50|91.50||
Kandla Energy & Chemicals Ltd.|31-03-2013|7800.30|102.30|7525.40|4938.30|4938.30||7749.40
Kandoi Ispat Forging India Ltd.|31-03-2015|1784.40|-201.70|1577.20|523.80|523.80||1782.10
Kandoi Transport Ltd.|31-03-2022|3461.00||3387.80|1612.00|1612.00||3410.40
Kandy Blossoms Ltd.|31-03-2010||||0.50|0.50||
Kandy Finlease Ltd.|31-03-2022|0.30||0.20|24.20|24.20||0.30
Kanel Industries Ltd.|31-03-2023|||1.80|53.00|53.00|1|
Kaneria Granito Ltd.|31-03-2013|48.60|-64.20|477.40|2069.90|2069.90||46.20
Kangaro Industries Ltd.|31-03-2022|2986.60|104.10|2784.30|3903.00|3903.00||2919.10
Kangaroo Kids Education Ltd.|31-03-2019|442.00|6.90|362.20|764.10|764.10||433.60
Kangaroo Leather Pvt. Ltd.|31-03-2022|42.10||39.80|31.70|31.70||41.40
Kangra Exports Ltd.|31-03-2011|1.00||1.00|37.40|37.40||1.00
Kangra Hydro Power Ventures Pvt. Ltd.|31-03-2021|37.70||78.80|383.60|383.60||37.40
Kanha Extraktions Ltd.|31-03-2022|16.90||3.50|37.00|37.00||
Kanha Industries Ltd.|31-03-2021|594.80|-9.90|573.70|110.00|110.00||594.70
Kanha Vanaspati Ltd.|31-03-2010|||5.50|119.70|119.70||
Kanhaiya Asset Mgmt. Ltd.|31-03-2012||||0.30|0.30||
Kanik Electronics Pvt. Ltd.|31-03-2017|626.60|-16.10|610.00|270.80|270.80||625.80
Kanika Infrastructure & Power Ltd.|31-03-2020|||1.80|178.10|178.10||
Kanika International Pvt. Ltd.|31-03-2007|3.80||3.60|30.10|30.10||1.10
Kanika Investment Ltd.|31-03-2022|67.80||70.10|657.70|657.70||
Kanika Shipping Ltd.|31-03-2012|||0.10|3.80|3.80||
Kanin (India) Ltd.|31-03-2022|924.70|5.30|907.90|659.90|659.90||903.10
Kanishk Gold Pvt. Ltd.|31-03-2015|16621.90|1432.70|17727.20|7296.00|7296.00||16580.40
Kanishk Steel Inds. Ltd.|31-03-2023|4179.60|-49.50|4035.10|1769.70|1769.70|126|4022.10
Kanishka Housing Devp. Co. Pvt. Ltd.|31-03-2009|3.80||3.70|3.40|3.40||3.80
Kanishko International Ltd.|31-03-2011|4.00||0.50|15.50|15.50||
Kanishtha Finance & Invst. Pvt. Ltd. [Merged]|31-03-2020|3183.40||99.30|33.30|33.30||
Kanjikode Electronics & Electricals Ltd.|31-03-2010|3.70|0.80|5.00|6.80|6.80||3.40
Kankhal Estates L L P|31-03-2007|||1.50|25.20|25.20||
Kanknarrah Co. Ltd.|31-03-2022|2889.10|-35.20|2850.20|781.50|781.50||2830.20
Kanmar Infrastructure & S E Z Pvt. Ltd.|31-03-2010||||0.10|0.10||
Kanmoor Foods Ltd.|31-03-1996|86.30|-9.20|76.60|62.00|62.00||64.80
Kannanamkulam Sriparvathy Parameswara Enterprises Ltd.|31-03-2022|0.10||0.30|1.60|1.60||0.10
Kannu Aditya (India) Ltd.|31-03-2017|8574.40|-2730.50|6145.30|3762.50|3762.50||6269.40
Kannur International Airport Ltd.|31-03-2022|894.00||2137.00|23081.60|23081.60||783.10
Kano Chem Pvt. Ltd.|31-03-2022||||0.50|0.50||
Kanodia Commercial Ltd. [Merged]|31-03-2007|3.60||0.10|15.40|15.40||
Kanodia Petroleum Ltd.|31-03-2011|13.90|0.70|14.00|21.30|21.30||13.70
Kanodia Technoplast Ltd.|31-03-2022|3856.60|10.60|3852.70|5547.60|5547.60||3764.30
Kanohar Electricals Ltd.|31-03-2021|1718.30|46.40|1687.20|2407.50|2407.50||1675.50
Kanoi Developments Ltd.|31-03-2022|0.40||0.40|19.30|19.30||
Kanoi Leasfin Ltd.|31-03-2011|0.20||0.20|13.70|13.70||
Kanoi Projects Pvt. Ltd.|31-03-2010|3.90||1.50|21.10|21.10||3.80
Kanoi Steels Pvt. Ltd.|31-03-2021|80.90|-6.80|71.80|248.30|248.30||71.20
Kanoria Chemicals & Inds. Ltd.|31-03-2023|7003.60|39.20|6983.50|9317.90|9317.90|705|6754.90
Kanoria Dyechem Ltd.|31-03-2001|372.70|-8.70|434.60|330.30|330.30||372.30
Kanoria Energy & Infrastructure Ltd.|31-03-2023|3286.50|248.30|3439.30|2663.90|2663.90|440|3256.90
Kanoria Fleurs & Naturales Ltd.|31-03-2007|1.70||1.80|60.50|60.50||1.70
Kanoria International Ltd.|31-03-1999|7.20||1.40|67.80|67.80||0.50
Kanoria Jute & Inds. Ltd.|31-03-1994|225.70|-21.00|228.60|230.50|230.50||225.40
Kanoria Mercantile Ltd.|31-03-2022|0.20||0.10|3.90|3.90||
Kanoria Plaschem Ltd.|31-03-2021|133.50|-0.50|138.20|228.70|228.70||133.00
Kanoria Securities & Financial Services Ltd.|31-03-2022|12.10||11.00|238.30|238.30||
Kanoria Sugar & General Mfg. Co. Ltd.|31-03-2022|986.90|-377.80|696.90|814.90|814.90||984.10
Kanoria Udyog Ltd.|31-03-2022|105.60||102.00|1520.70|1520.70||
Kanoria Wisconsin Centrifugal Ltd.|31-03-1997|||0.10|29.90|29.90||
Kanpav Overseas Pvt. Ltd. [Merged]|31-03-2012|3.60||0.90|31.10|31.10||
Kanpur Chamber Of Commodities & Derivatives|31-03-2014|2.80||2.40|33.20|33.20||0.30
Kanpur Detergent & Chemicals Pvt. Ltd.|31-03-2004|1253.00|5.70|1218.50|227.30|227.30||1252.30
Kanpur Edibles Pvt. Ltd.|31-03-2022|62620.90|164.60|61195.00|21928.70|21928.70||62511.90
Kanpur Electricity Supply Co. Ltd.|31-03-2020|26619.20||28929.70|52726.70|52726.70||26228.70
Kanpur Fertilizers & Chemicals Ltd.|31-03-2023|32037.60|395.30|32264.70|17137.10|17137.10||31984.10
Kanpur Organics Pvt. Ltd.|31-03-2022|111.70|-17.90|84.80|101.50|101.50||102.60
Kanpur Plastipack Ltd.|31-03-2023|5007.10|-144.30|4821.40|4115.20|4115.20|1341|4963.20
Kansai Nerolac Paints Ltd.|31-03-2023|79421.60|1063.80|75621.10|61524.80|61524.80|8859|79089.00
Kansal Hosiery Exports Ltd.|31-03-2012|0.30|||3.90|3.90||
Kansara Bearings Ltd.|31-03-2022|386.70|7.10|383.90|456.90|456.90||374.90
Kansara Modler Ltd.|31-03-2022|528.30|14.40|515.90|443.90|443.90||527.30
Kanshi Steel Works Pvt. Ltd.|31-03-2022|0.20||0.10|217.10|217.10||
Kansons Industries Ltd.|31-03-2011|44.00|0.10|43.40|12.30|12.30||43.60
Kant & Co. Ltd.|31-03-2022|126.90|-1.20|124.50|436.50|436.50||119.30
Kant Traders Pvt. Ltd.|31-03-2022|0.30||3.30|17.50|17.50||0.30
Kanta Enterprises Pvt. Ltd.|31-03-2022|166.50|0.70|166.00|148.50|148.50||165.70
Kanta Farms Pvt. Ltd.|31-03-2022||||11.10|11.10||
Kantar G D C India Pvt. Ltd.|31-12-2022|2990.40||2568.60|2287.50|2287.50||2911.70
Kantha Buildcon Pvt. Ltd.|31-03-2013||||0.20|0.20||
Kanthal India Ltd. [Merged]|31-12-2001|205.00|17.20|219.10|177.90|177.90||195.40
Kanti Bijlee Utpadan Nigam Ltd. [Merged]|31-03-2022|16443.20||15124.80|56199.80|56199.80||14855.00
Kanu Spintex Pvt. Ltd.|31-03-2022|0.10||0.10|2.80|2.80||
Kanumanek Trading Co. Ltd.|31-03-2022|||0.10|1.20|1.20||
Kanumuru Infrastructure Co. Ltd.|31-03-2010|16.50||13.80|149.20|149.20||15.40
Kanungo Financiers Ltd.|31-03-2023|7.30||4.70|125.70|125.70||
Kanva Fashions Ltd.|31-03-2011|311.50|29.40|321.60|286.40|286.40||311.50
Kanva Finance Ltd.|31-03-1995|1.00||0.80|78.50|78.50||
Kanvic Consulting Pvt. Ltd.|31-03-2022|20.90||15.40|21.40|21.40||20.40
Kanya Benefit Fund Ltd.|31-03-2011|5.50||4.90|36.30|36.30||
Kanya Kumari Exports Pvt. Ltd.|31-03-2016|51.30|10.00|60.00|156.30|156.30||50.30
Kanyaka Fine Weld Ltd.|31-03-2011|17.10|0.40|17.00|30.40|30.40||17.10
Kanyaka Parameshwari Engg. Ltd.|31-03-2022|592.20|16.10|576.60|602.50|602.50||572.90
Kapadia Metalic (India) Pvt. Ltd.|31-03-2011|14.60|1.10|15.40|12.10|12.10||14.30
Kapal Dyeing & Bleaching Works Pvt. Ltd.|31-03-1995|10.70||10.50|113.90|113.90||10.30
Kapco Electric Pvt. Ltd.|31-03-2022|78.60|-33.30|54.40|190.60|190.60||76.90
Kapedome Enterprises Ltd.|31-03-2022|192.80||267.10|2589.70|2589.70||155.60
Kapico Auto 1 India Pvt. Ltd.|31-03-2021|5.00||0.40|0.00|||
Kapico Motors India Pvt. Ltd.|31-03-2020|96.50|-63.80|318.90|173.10|173.10||46.60
Kapil Cotex Ltd.|31-03-2022|0.30||0.70|43.70|43.70||
Kapil Raj Finance Ltd.|31-03-2023|5.90||3.20|98.90|98.90||
Kapil Steels Ltd.|31-03-2011|499.20|80.70|562.80|769.80|769.80||495.40
Kapila Buildcon Ltd.|31-03-2022||||7.50|7.50||
Kapila Feeds Pvt. Ltd.|31-03-2022|207.80|-0.30|203.40|48.90|48.90||206.50
Kapila Krishi Udyog Ltd.|31-03-2022|6526.80|3.00|6374.80|1967.60|1967.60||6510.00
Kapiraj Creation Pvt. Ltd.|31-03-2022|425.20|6.80|426.50|329.10|329.10||424.00
Kapital Kraft Financial Services Ltd.|31-03-2007|5.50||1.60|53.20|53.20||
Kapo Retail Pvt. Ltd.|31-03-2010|51.20|8.70|91.50|106.40|106.40||49.30
Kapol Co-Op. Bank Ltd.|31-03-2022|156.20||391.10|5904.50|5904.50||0.10
Kapoor Art Pvt. Ltd.|31-03-2020|1.90|-1.70|0.20|6.10|6.10||1.90
Kapoor Imaging Pvt. Ltd.|31-03-2021|696.50||817.50|1021.30|1021.30||683.40
Kapoor Industries Ltd..|31-03-2022|11995.20|382.50|11233.70|8396.10|8396.10||11974.80
Kapoor Watch Co. Pvt. Ltd.|31-03-2022|3418.20||3069.00|1669.40|1669.40||3381.90
Kapoors Siam Vidhay Finance Ltd.|31-03-2021|4.40||2.20|58.10|58.10||
Kappac Pharma Ltd.|31-03-2017|||0.40|380.10|380.10||
Kaprinas Pharmaceuticals & Chemicals Ltd.|31-03-1998|73.50||171.80|94.60|94.60||73.40
Kapson Finlease Ltd.|31-03-2003|0.20||0.20|1.80|1.80||0.20
Kapsons Agencies Pvt. Ltd.|31-03-2022|395.60|-27.70|357.80|769.30|769.30||395.60
Kapsons Fashion Pvt. Ltd.|31-03-2022|3249.60|162.80|3385.30|2189.20|2189.20||3249.50
Kapsons Industries Pvt. Ltd.|31-03-2022|3005.40|14.20|2906.80|1430.60|1430.60||3001.40
Kapston Services Ltd.|31-03-2023|4010.40||3959.70|1800.80|1800.80|348|3968.50
Kapstone Constructions Pvt. Ltd.|31-03-2023|913.70|2933.50|3768.60|13973.60|13973.60||687.10
Kapur Gems Pvt. Ltd.|31-03-2022|||0.70|382.50|382.50||
Karad Projects & Motors Ltd.|31-03-2022|4826.70|83.90|4563.90|2787.70|2787.70||4774.80
Karad Urban Co-Op. Bank Ltd.|31-03-2022|2709.40||2340.50|33008.60|33008.60|764|
Karadi Tales Co. Pvt. Ltd.|31-03-2022|18.00|-0.50|14.40|32.40|32.40||16.70
Karaikal Chlorates Ltd.|31-03-1994|63.40|-1.10|61.60|38.60|38.60||63.20
Karaikal Port Pvt. Ltd.|31-03-2022|2522.50||11509.60|18582.30|18582.30||2482.90
Karaikal Sugars Ltd.|31-03-2004|1.10||5.70|0.00|||
Karakoram Buildwell Ltd.|31-03-2021||||59.80|59.80||
Karakoram Properties Ltd.|31-03-2022||||2.30|2.30||
Karam Chand Thapar & Bros. (Coal Sales) Ltd.|31-03-2022|4416.60||3921.20|9662.10|9662.10||3884.00
Karam Chand Thapar & Bros. Ltd. [Merged]|31-03-2009|2.50||13.20|47.10|47.10||
Karamsad Holdings Ltd.|31-03-2018|0.10||0.10|4.80|4.80||
Karamsad Investments Ltd.|31-03-2018||||4.60|4.60||
Karamtara Engineering Pvt. Ltd.|31-03-2022|13120.90|-245.20|12718.00|15182.30|15182.30||13048.40
Karamveer Electronics Ltd.|31-03-2022|355.00|-30.40|321.60|342.60|342.60||354.30
Karan Cotsyn Ltd.|31-03-2014|||25.00|67.20|67.20||
Karan Cotton Ltd.|31-03-2009|4.00||7.20|42.80|42.80||4.00
Karan Fibres & Fabrics Ltd.|31-12-1992|17.30|0.40|16.80|16.10|16.10||16.80
Karan Finance Ltd.|31-03-1997|0.40||0.40|38.80|38.80||
Karan Finstock Ltd.|31-03-2021||||0.00|||
Karan Ganna Products Pvt. Ltd. [Merged]|31-03-2017|0.30||0.40|8.90|8.90||0.20
Karan Industries Ltd.|31-03-2005|132.20|-4.50|136.40|184.40|184.40||130.90
Karan Solutions Pvt. Ltd.|31-03-2022|208.90|7.70|216.10|30.50|30.50||207.60
Karan Techno Cast Pvt. Ltd.|31-03-2022|40.20|0.00|40.10|20.00|20.00||40.20
Karan Trading (India) Pvt. Ltd.|31-03-2022|284.30|5.70|285.20|219.30|219.30||284.20
Karan Valves Pvt. Ltd.|31-03-2022|71.60|10.20|81.30|54.30|54.30||71.50
Karandikar Laboratories Pvt. Ltd.|31-03-2022|108.80||95.50|97.10|97.10||108.50
Karanja Terminal & Logistics Pvt. Ltd.|31-03-2022|761.30||1330.90|13419.10|13419.10||227.10
Karanpura Development Co. Ltd.|31-03-2009|17.80||43.40|880.90|880.90||12.80
Karapur Agro Pvt. Ltd.|31-03-2009|16.40||25.30|44.40|44.40||16.40
Karavilai Nidhi Ltd.|31-03-2011|5.60||5.60|55.20|55.20||
Karbonn Mobile India Pvt. Ltd.|31-03-2015||||0.20|0.20||
Karburi Properties Ltd.|31-03-2011||||434.30|434.30||
Karcher Cleaning Systems Pvt. Ltd.|31-12-2021|1328.70|-28.70|1252.10|781.00|781.00||1308.60
Kare Edumin Pvt. Ltd.|31-03-2016|204.80||161.40|1155.10|1155.10||148.40
Kareems Silk Intl. Ltd.|31-03-2010|1.50||1.20|79.40|79.40||0.40
Kareems Spun Silk Ltd.|31-03-2010|13.60|-0.20|18.10|65.90|65.90||13.60
Karimjee Ltd.|31-03-2022|5.10||5.00|457.80|457.80||4.80
Karimtharuvi Tea Estates Ltd. [Merged]|31-03-1999|56.70||50.80|42.50|42.50||56.20
Karina Airlines Intl. Ltd.|31-03-2022|||0.10|0.00|||
Karina Fincap Ltd.|31-03-2022|1.70||1.80|187.50|187.50||
Karishma Extrusions Ltd.|31-03-2022|0.10||0.10|9.90|9.90||
Karishma Floriculture Ltd.|31-03-2002|||0.60|156.50|156.50||
Karita Benevolent Foundation|31-03-2011|0.30||0.20|4.50|4.50||
Kariwala Industries Ltd.|31-03-2022|794.50|-0.20|662.20|718.10|718.10||740.30
Karix Mobile Pvt. Ltd.|31-03-2022|17924.00||15622.90|12004.30|12004.30||17834.20
Karl Dungs Pvt. Ltd.|31-03-2022|115.50|2.70|102.50|83.70|83.70||113.40
Karla Engine Components Ltd.|31-03-2022|0.20||0.40|177.60|177.60||
Karma Energy Ltd.|31-03-2023|231.50||172.60|558.80|558.80||128.10
Karma Energy Ltd. [Merged]|31-03-2009|73.20||64.00|720.00|720.00||62.70
Karma Health Care Ltd.|31-03-2022|677.90|51.30|744.70|716.90|716.90||677.30
Karma Industries Ltd.|31-03-2018|12.40||4.20|758.20|758.20||
Karmath Leasing & Holdings Ltd.|31-03-2009|0.20||0.20|51.60|51.60||
Karmaveer Kakasaheb Wagh S S K Ltd.|31-03-1990|101.40|37.30|139.50|176.90|176.90||100.70
